lsat,zfygpa,DOB_yr,zgpa,fulltime,fam_inc,age,sex,parttime,Dropout,pass_bar,tier,gpa,admission
34.0,0.07,68.0,0.2,1.0,3.0,-61.0,0,0.0,0,1.0,5.0,0,0
35.0,-0.64,69.0,0.3,1.0,2.0,-62.0,1,0.0,0,1.0,3.0,0,0
31.5,-0.2,68.0,-0.97,2.0,4.0,-61.0,0,1.0,0,1.0,4.0,1,0
38.5,-0.67,68.0,-1.36,1.0,5.0,-61.0,0,0.0,0,1.0,3.0,0,0
32.0,-0.15,69.0,-0.5,1.0,3.0,-62.0,0,0.0,0,1.0,4.0,0,0
32.0,-1.59,67.0,-1.82,1.0,3.0,-60.0,1,0.0,0,1.0,6.0,1,0
46.0,-1.3,68.0,-1.26,1.0,4.0,-61.0,0,0.0,0,1.0,6.0,1,0
36.0,0.81,65.0,0.95,1.0,4.0,-58.0,1,0.0,0,1.0,3.0,0,0
34.0,-0.43,69.0,-0.37,1.0,4.0,-62.0,0,0.0,0,1.0,3.0,0,0
40.0,1.21,66.0,0.17,1.0,3.0,-59.0,1,0.0,0,1.0,5.0,0,1
42.0,-1.64,65.0,-1.76,1.0,4.0,-58.0,1,0.0,0,1.0,5.0,1,0
40.0,1.35,69.0,1.56,1.0,4.0,-62.0,0,0.0,0,1.0,4.0,0,0
34.0,0.2,65.0,0.01,1.0,4.0,-58.0,0,0.0,0,1.0,3.0,0,0
34.0,0.33,68.0,0.38,1.0,5.0,-66.0,0,0.0,0,1.0,6.0,0,1
40.0,-1.37,66.0,-1.24,1.0,5.0,-59.0,0,0.0,0,1.0,5.0,1,0
38.0,0.74,66.0,0.86,1.0,3.0,-59.0,0,0.0,0,1.0,2.0,0,0
32.0,-0.04,65.0,-0.43,1.0,3.0,-58.0,0,0.0,0,1.0,4.0,0,0
38.0,-1.45,67.0,-1.59,1.0,4.0,-60.0,0,0.0,0,1.0,3.0,0,0
32.5,-0.19,59.0,-0.06,2.0,3.0,-52.0,0,1.0,0,1.0,4.0,0,0
35.0,0.72,68.0,1.04,1.0,3.0,-61.0,0,0.0,0,1.0,3.0,0,0
39.0,1.32,67.0,1.14,1.0,3.0,-60.0,0,0.0,0,1.0,4.0,0,0
41.0,-1.14,46.0,-1.02,2.0,3.0,-44.0,0,1.0,0,1.0,5.0,0,0
30.0,0.36,53.0,0.36,1.0,3.0,-46.0,0,0.0,0,1.0,3.0,0,0
40.0,0.87,67.0,1.17,1.0,5.0,-60.0,1,0.0,0,1.0,5.0,0,1
40.0,0.5,59.0,0.34,2.0,4.0,-52.0,1,1.0,0,1.0,6.0,0,1
40.0,0.77,69.0,1.45,1.0,3.0,-67.0,1,0.0,0,1.0,4.0,0,1
31.0,1.71,68.0,1.18,1.0,4.0,-61.0,1,0.0,0,1.0,3.0,0,0
29.0,0.82,69.0,1.47,1.0,5.0,-62.0,0,0.0,0,1.0,3.0,1,0
31.0,0.69,69.0,1.22,1.0,3.0,-62.0,0,0.0,0,1.0,5.0,1,1
45.0,-0.57,69.0,-0.62,1.0,4.0,-67.0,0,0.0,0,1.0,4.0,0,0
29.5,-1.84,69.0,-2.2,1.0,5.0,-62.0,0,0.0,0,1.0,6.0,0,0
33.5,-1.43,65.0,-0.91,1.0,3.0,-63.0,1,0.0,0,1.0,3.0,0,0
46.0,0.4,68.0,-0.29,1.0,2.0,-61.0,0,0.0,0,1.0,4.0,0,0
37.5,-0.03,68.0,0.1,1.0,4.0,-61.0,0,0.0,0,1.0,4.0,0,0
41.0,-0.06,66.0,0.04,1.0,4.0,-59.0,1,0.0,0,1.0,6.0,0,1
41.0,-0.07,54.0,0.01,1.0,3.0,-47.0,0,0.0,0,1.0,4.0,0,0
36.0,-0.54,52.0,-0.09,2.0,3.0,-45.0,0,1.0,0,1.0,5.0,0,0
32.0,1.3,68.0,2.09,1.0,5.0,-61.0,0,0.0,0,1.0,2.0,0,0
37.0,0.3,67.0,0.29,2.0,4.0,-60.0,0,1.0,0,1.0,3.0,0,0
38.0,0.39,68.0,0.96,1.0,3.0,-66.0,1,0.0,0,1.0,6.0,0,1
32.0,-0.24,69.0,-0.68,1.0,3.0,-62.0,0,0.0,0,1.0,3.0,0,0
36.0,-0.67,65.0,-0.43,2.0,4.0,-63.0,1,1.0,0,1.0,3.0,0,0
42.0,-0.39,66.0,-1.1,1.0,4.0,-59.0,1,0.0,0,1.0,4.0,0,0
46.0,0.47,69.0,0.06,1.0,4.0,-62.0,0,0.0,0,1.0,5.0,1,0
38.0,-0.13,64.0,0.18,1.0,3.0,-62.0,0,0.0,0,1.0,4.0,0,0
38.0,-0.39,69.0,-0.73,1.0,4.0,-62.0,1,0.0,0,1.0,4.0,0,0
29.0,-1.81,69.0,-1.61,1.0,3.0,-62.0,1,0.0,0,1.0,5.0,0,0
43.0,0.84,69.0,0.43,1.0,4.0,-62.0,0,0.0,0,1.0,3.0,0,0
33.0,1.26,64.0,1.33,2.0,4.0,-62.0,0,1.0,0,1.0,5.0,1,0
35.0,-1.09,68.0,-0.99,1.0,3.0,-61.0,1,0.0,0,1.0,3.0,1,0
33.0,0.94,68.0,0.03,1.0,3.0,-61.0,1,0.0,0,1.0,4.0,1,0
37.0,-0.37,57.0,1.13,1.0,2.0,-50.0,0,0.0,0,1.0,5.0,0,1
37.0,-1.35,68.0,-1.05,1.0,2.0,-61.0,1,0.0,0,1.0,4.0,1,0
48.0,1.5,69.0,1.9,1.0,4.0,-62.0,0,0.0,0,1.0,5.0,1,1
30.5,-0.77,67.0,-1.02,1.0,4.0,-60.0,0,0.0,0,1.0,3.0,0,0
33.5,0.94,64.0,0.89,1.0,1.0,-57.0,1,0.0,0,1.0,5.0,0,1
29.0,-0.01,66.0,0.02,1.0,4.0,-64.0,0,0.0,0,1.0,3.0,0,0
33.0,-0.36,67.0,-1.04,1.0,3.0,-60.0,0,0.0,0,1.0,4.0,0,0
40.0,0.94,67.0,0.53,1.0,3.0,-65.0,1,0.0,0,1.0,4.0,1,0
24.3,0.47,68.0,-0.12,1.0,4.0,-66.0,0,0.0,0,1.0,3.0,0,0
42.0,0.32,69.0,0.48,1.0,3.0,-62.0,0,0.0,0,1.0,3.0,1,0
29.0,-0.93,66.0,-1.42,2.0,2.0,-59.0,0,1.0,0,1.0,3.0,1,0
41.0,1.54,66.0,1.27,1.0,3.0,-59.0,0,0.0,0,1.0,4.0,0,0
42.0,1.53,67.0,1.08,1.0,4.0,-60.0,0,0.0,0,1.0,4.0,1,0
42.0,-0.41,68.0,-0.68,1.0,4.0,-61.0,0,0.0,0,1.0,4.0,1,0
46.0,-0.01,63.0,0.87,1.0,3.0,-56.0,1,0.0,0,1.0,4.0,0,1
37.0,1.7,69.0,1.85,1.0,4.0,-62.0,1,0.0,0,1.0,5.0,1,1
40.0,1.4,69.0,1.9,1.0,4.0,-62.0,1,0.0,0,1.0,3.0,1,0
41.0,-1.57,69.0,-1.22,1.0,4.0,-62.0,1,0.0,0,1.0,4.0,0,0
36.0,0.89,63.0,0.45,1.0,4.0,-56.0,1,0.0,0,1.0,3.0,0,0
34.5,-1.21,68.0,-1.1,1.0,4.0,-61.0,0,0.0,0,1.0,3.0,0,0
37.0,0.85,68.0,0.57,2.0,2.0,-61.0,0,1.0,0,1.0,3.0,0,0
44.0,0.68,67.0,-0.34,1.0,3.0,-60.0,0,0.0,0,1.0,5.0,0,0
12.0,-1.08,67.0,-1.13,1.0,2.0,-60.0,1,0.0,0,0.0,3.0,0,0
34.0,-0.05,69.0,-0.06,1.0,3.0,-62.0,0,0.0,0,1.0,4.0,1,0
35.0,0.17,69.0,0.95,1.0,4.0,-62.0,1,0.0,0,1.0,3.0,0,0
32.0,0.34,68.0,0.43,1.0,4.0,-61.0,1,0.0,0,1.0,4.0,0,0
29.5,0.05,69.0,-0.86,1.0,3.0,-62.0,0,0.0,0,1.0,3.0,0,0
38.0,-0.67,67.0,-0.93,1.0,4.0,-60.0,0,0.0,0,0.0,6.0,0,0
32.0,-0.65,62.0,-0.12,2.0,4.0,-55.0,0,1.0,0,1.0,3.0,0,0
39.0,0.23,66.0,0.81,1.0,4.0,-59.0,1,0.0,0,1.0,4.0,1,0
43.0,2.32,60.0,2.13,1.0,3.0,-53.0,1,0.0,0,1.0,4.0,1,1
32.0,0.93,58.0,0.62,1.0,3.0,-56.0,0,0.0,0,1.0,3.0,0,0
41.0,1.74,68.0,1.14,1.0,3.0,-61.0,0,0.0,0,1.0,3.0,0,0
46.0,0.55,62.0,-0.17,2.0,3.0,-55.0,0,1.0,0,1.0,4.0,0,0
33.5,1.12,68.0,0.45,1.0,2.0,-61.0,0,0.0,0,1.0,5.0,0,1
48.0,1.47,67.0,1.19,1.0,4.0,-60.0,1,0.0,0,1.0,5.0,1,1
35.0,-0.74,69.0,-0.08,1.0,2.0,-62.0,1,0.0,0,1.0,5.0,0,1
46.0,-0.66,58.0,0.1,1.0,4.0,-51.0,0,0.0,0,1.0,5.0,0,0
38.5,-0.08,69.0,-0.64,1.0,4.0,-62.0,0,0.0,0,1.0,3.0,0,0
37.5,-0.21,69.0,-1.15,1.0,3.0,-62.0,1,0.0,0,0.0,3.0,1,0
36.0,-0.38,66.0,-0.88,1.0,2.0,-59.0,0,0.0,0,1.0,4.0,0,0
39.0,1.06,69.0,1.32,1.0,4.0,-62.0,0,0.0,0,1.0,4.0,0,0
37.0,-0.64,61.0,-1.04,1.0,3.0,-54.0,0,0.0,0,1.0,3.0,0,0
48.0,2.18,62.0,1.94,1.0,3.0,-55.0,0,0.0,0,1.0,3.0,0,0
30.0,-0.33,68.0,-0.72,1.0,5.0,-61.0,1,0.0,0,1.0,3.0,0,0
33.0,-0.46,67.0,-0.74,1.0,4.0,-60.0,0,0.0,0,1.0,3.0,0,0
39.0,1.27,63.0,0.84,1.0,3.0,-56.0,0,0.0,0,1.0,3.0,0,0
29.5,-1.77,68.0,-1.91,1.0,4.0,-61.0,0,0.0,0,1.0,5.0,1,0
41.0,1.17,69.0,1.55,1.0,3.0,-62.0,1,0.0,0,1.0,3.0,1,0
40.5,1.13,66.0,0.54,1.0,4.0,-59.0,0,0.0,0,1.0,3.0,0,0
41.0,1.59,57.0,1.11,1.0,4.0,-50.0,0,0.0,0,1.0,3.0,1,0
34.0,0.94,62.0,0.79,2.0,3.0,-60.0,0,1.0,0,1.0,3.0,0,0
32.0,-1.17,69.0,-0.5,1.0,3.0,-62.0,1,0.0,0,1.0,4.0,0,0
29.5,0.98,69.0,0.86,1.0,3.0,-62.0,0,0.0,0,1.0,2.0,0,0
35.0,-0.46,69.0,-0.71,1.0,5.0,-62.0,0,0.0,0,1.0,3.0,0,0
31.5,-0.04,68.0,-0.67,1.0,3.0,-61.0,0,0.0,0,1.0,3.0,0,0
41.0,0.72,70.0,1.09,1.0,4.0,-63.0,1,0.0,0,1.0,5.0,1,1
40.0,1.24,62.0,1.31,1.0,4.0,-55.0,1,0.0,0,1.0,5.0,0,1
41.0,0.14,69.0,0.62,1.0,5.0,-62.0,1,0.0,0,1.0,4.0,1,0
40.0,-0.44,67.0,-1.36,1.0,4.0,-60.0,1,0.0,0,1.0,3.0,0,0
30.5,-1.19,69.0,-1.54,1.0,4.0,-62.0,1,0.0,0,1.0,3.0,0,0
31.0,-0.57,59.0,-1.06,1.0,3.0,-52.0,0,0.0,0,1.0,3.0,0,0
48.0,1.2,68.0,1.27,1.0,4.0,-61.0,1,0.0,0,1.0,3.0,1,0
30.0,-0.46,67.0,-0.42,1.0,3.0,-60.0,1,0.0,0,1.0,3.0,0,0
42.0,-1.62,66.0,-1.65,1.0,3.0,-59.0,1,0.0,0,1.0,6.0,1,1
47.0,1.22,68.0,0.87,1.0,3.0,-61.0,0,0.0,0,1.0,5.0,0,0
47.0,0.8,68.0,0.24,1.0,3.0,-61.0,1,0.0,0,1.0,5.0,1,1
28.0,-0.63,50.0,-0.54,1.0,4.0,-43.0,0,0.0,0,1.0,3.0,0,0
42.0,1.85,65.0,2.09,1.0,4.0,-58.0,1,0.0,0,1.0,5.0,1,1
39.0,0.26,55.0,0.66,1.0,3.0,-48.0,1,0.0,0,1.0,4.0,1,0
29.0,-1.36,69.0,-1.26,1.0,4.0,-62.0,0,0.0,0,1.0,3.0,1,0
33.0,-0.8,63.0,-0.32,1.0,4.0,-56.0,0,0.0,0,1.0,5.0,0,0
40.0,0.78,57.0,1.27,1.0,3.0,-55.0,0,0.0,0,1.0,6.0,1,1
31.0,-1.48,68.0,-1.32,1.0,5.0,-66.0,0,0.0,0,1.0,4.0,0,0
38.0,-1.81,68.0,-1.3,1.0,4.0,-61.0,0,0.0,0,1.0,4.0,0,0
40.0,1.44,62.0,0.43,2.0,4.0,-55.0,1,1.0,0,1.0,4.0,1,0
36.0,0.71,69.0,0.69,1.0,4.0,-62.0,1,0.0,0,1.0,4.0,1,0
33.0,0.53,64.0,0.16,2.0,3.0,-57.0,0,1.0,0,1.0,3.0,0,0
38.0,2.1,63.0,1.48,1.0,5.0,-56.0,0,0.0,0,1.0,3.0,0,0
30.0,1.39,61.0,1.46,1.0,3.0,-54.0,0,0.0,0,1.0,3.0,1,0
34.0,-0.05,68.0,0.28,1.0,4.0,-61.0,0,0.0,0,1.0,3.0,0,0
42.0,1.39,68.0,1.37,1.0,5.0,-61.0,0,0.0,0,1.0,4.0,0,0
25.0,-0.12,66.0,-0.55,1.0,1.0,-59.0,0,0.0,0,1.0,2.0,0,0
47.0,0.83,68.0,0.94,1.0,4.0,-61.0,1,0.0,0,1.0,6.0,1,1
42.0,0.48,69.0,1.22,1.0,4.0,-62.0,1,0.0,0,1.0,4.0,0,1
33.0,-0.5,66.0,-0.55,1.0,4.0,-59.0,0,0.0,0,1.0,2.0,0,0
37.0,-1.79,59.0,-1.65,1.0,4.0,-52.0,0,0.0,0,0.0,3.0,0,0
36.5,-0.58,63.0,-0.81,1.0,4.0,-56.0,0,0.0,0,1.0,3.0,0,0
42.0,0.79,64.0,0.85,1.0,3.0,-57.0,0,0.0,0,1.0,3.0,1,0
36.0,-0.41,70.0,-0.76,1.0,5.0,-63.0,0,0.0,0,1.0,3.0,1,0
45.0,-0.18,67.0,-0.32,1.0,3.0,-60.0,0,0.0,0,1.0,5.0,1,0
39.0,0.24,67.0,-0.26,1.0,4.0,-60.0,1,0.0,0,1.0,3.0,1,0
43.0,0.48,70.0,1.17,1.0,5.0,-63.0,0,0.0,0,1.0,3.0,0,0
40.0,-0.38,70.0,-0.86,1.0,3.0,-63.0,0,0.0,0,1.0,5.0,1,0
34.0,0.18,67.0,0.3,1.0,3.0,-60.0,0,0.0,0,1.0,2.0,1,0
39.0,0.8,69.0,0.38,1.0,4.0,-62.0,1,0.0,0,1.0,5.0,0,1
34.0,-1.02,69.0,-0.86,1.0,2.0,-67.0,1,0.0,0,1.0,5.0,0,1
38.0,-0.66,50.0,0.04,1.0,3.0,-43.0,1,0.0,0,1.0,1.0,0,0
37.0,-0.39,68.0,-0.39,1.0,4.0,-61.0,0,0.0,0,1.0,4.0,1,0
44.0,1.18,68.0,0.83,1.0,4.0,-61.0,1,0.0,0,1.0,4.0,0,0
35.0,-0.33,67.0,0.07,1.0,4.0,-60.0,1,0.0,0,1.0,1.0,0,0
36.0,-1.07,66.0,-0.57,1.0,2.0,-59.0,1,0.0,0,1.0,2.0,0,0
35.0,0.14,68.0,0.23,1.0,4.0,-61.0,0,0.0,0,1.0,5.0,0,0
39.0,-0.28,67.0,-0.05,1.0,4.0,-60.0,0,0.0,0,1.0,4.0,1,0
39.0,-1.92,70.0,-2.29,1.0,3.0,-68.0,1,0.0,0,1.0,4.0,0,0
43.0,0.16,69.0,0.24,1.0,4.0,-67.0,1,0.0,0,1.0,4.0,0,0
40.0,0.19,65.0,-0.16,1.0,4.0,-58.0,0,0.0,0,1.0,4.0,0,0
34.0,0.84,52.0,0.28,1.0,3.0,-45.0,1,0.0,0,1.0,4.0,1,0
41.0,0.88,68.0,0.49,1.0,3.0,-61.0,1,0.0,0,1.0,4.0,0,0
38.0,-0.53,69.0,-0.67,1.0,3.0,-62.0,1,0.0,0,1.0,4.0,0,0
37.0,1.25,69.0,0.8,1.0,4.0,-62.0,1,0.0,0,1.0,4.0,0,0
39.0,-1.81,68.0,-1.62,1.0,4.0,-61.0,1,0.0,0,0.0,4.0,0,0
38.5,0.21,69.0,-0.44,1.0,4.0,-62.0,0,0.0,0,1.0,4.0,1,0
39.0,1.66,68.0,1.76,1.0,4.0,-61.0,0,0.0,0,1.0,4.0,1,0
24.0,-0.03,67.0,-0.02,1.0,1.0,-65.0,0,0.0,0,1.0,4.0,0,0
33.0,-0.09,60.0,0.17,1.0,3.0,-58.0,1,0.0,0,1.0,4.0,0,0
35.0,-1.87,68.0,-1.34,1.0,4.0,-61.0,1,0.0,0,1.0,4.0,1,0
32.0,0.61,62.0,-0.1,1.0,3.0,-55.0,0,0.0,0,1.0,3.0,0,0
40.0,-0.08,69.0,-0.18,1.0,5.0,-62.0,1,0.0,0,1.0,3.0,0,0
28.0,-0.62,54.0,-0.84,1.0,2.0,-47.0,1,0.0,0,1.0,3.0,1,0
42.0,-0.24,67.0,-0.49,1.0,4.0,-60.0,0,0.0,0,1.0,3.0,0,0
46.0,-0.32,69.0,-0.1,1.0,5.0,-62.0,0,0.0,0,1.0,5.0,1,0
39.0,-0.21,69.0,-0.85,1.0,3.0,-62.0,0,0.0,0,1.0,3.0,0,0
29.0,-0.86,68.0,-1.66,1.0,3.0,-66.0,0,0.0,0,1.0,3.0,0,0
40.0,0.31,69.0,0.07,1.0,3.0,-62.0,0,0.0,0,1.0,4.0,1,0
40.0,-1.82,67.0,-1.27,1.0,4.0,-65.0,0,0.0,0,1.0,4.0,0,0
36.0,-0.05,67.0,0.32,1.0,3.0,-60.0,1,0.0,0,1.0,3.0,0,0
40.0,0.93,64.0,0.42,1.0,4.0,-62.0,0,0.0,0,1.0,3.0,0,0
33.0,-0.56,66.0,-0.37,2.0,4.0,-64.0,1,1.0,0,1.0,3.0,0,0
43.0,-0.85,68.0,-0.92,1.0,3.0,-61.0,0,0.0,0,1.0,6.0,1,0
37.0,-0.42,69.0,-0.41,1.0,3.0,-62.0,0,0.0,0,1.0,2.0,1,0
45.0,-1.05,66.0,-1.28,1.0,4.0,-59.0,0,0.0,0,0.0,3.0,0,0
30.0,0.01,49.0,0.35,1.0,2.0,-47.0,0,0.0,0,1.0,2.0,0,0
34.0,0.47,65.0,-0.95,1.0,4.0,-63.0,0,0.0,0,1.0,3.0,0,0
35.0,0.62,69.0,0.68,1.0,4.0,-62.0,1,0.0,0,1.0,4.0,1,0
47.0,2.67,54.0,2.72,2.0,3.0,-47.0,0,1.0,0,1.0,5.0,0,1
32.0,0.4,68.0,0.04,1.0,5.0,-61.0,0,0.0,0,1.0,3.0,1,0
38.0,0.97,50.0,0.2,2.0,4.0,-43.0,0,1.0,0,1.0,5.0,0,0
31.0,-0.16,67.0,-0.04,1.0,4.0,-60.0,0,0.0,0,1.0,2.0,0,0
37.0,0.52,65.0,0.29,1.0,3.0,-58.0,0,0.0,0,1.0,4.0,0,0
34.0,-0.24,69.0,-0.7,1.0,4.0,-62.0,0,0.0,0,1.0,5.0,0,0
34.0,-0.18,55.0,-0.3,1.0,3.0,-48.0,0,0.0,0,1.0,4.0,1,0
37.0,-0.35,68.0,-0.72,1.0,4.0,-61.0,0,0.0,0,1.0,5.0,1,0
33.0,0.49,69.0,0.25,1.0,3.0,-63.0,1,0.0,0,1.0,3.0,1,0
37.0,-0.55,69.0,-1.19,1.0,3.0,-62.0,1,0.0,0,1.0,3.0,0,0
40.0,-0.41,69.0,-0.96,1.0,5.0,-62.0,0,0.0,0,1.0,4.0,0,0
32.0,0.46,68.0,0.09,1.0,2.0,-61.0,1,0.0,0,1.0,1.0,0,0
44.0,-0.66,67.0,-0.53,1.0,4.0,-60.0,0,0.0,0,1.0,5.0,1,0
39.0,-0.58,66.0,-0.47,1.0,5.0,-64.0,1,0.0,0,1.0,6.0,1,1
33.0,0.08,56.0,0.84,1.0,4.0,-49.0,0,0.0,0,1.0,2.0,0,0
39.0,-1.23,62.0,-1.42,1.0,2.0,-55.0,0,0.0,0,0.0,4.0,0,0
39.0,0.46,68.0,0.62,1.0,3.0,-61.0,0,0.0,0,1.0,3.0,1,0
41.0,0.48,64.0,0.55,1.0,4.0,-57.0,0,0.0,0,1.0,4.0,0,0
33.0,-0.24,69.0,0.3,1.0,3.0,-62.0,0,0.0,0,1.0,3.0,0,0
33.0,0.42,64.0,0.04,2.0,4.0,-57.0,1,1.0,0,1.0,3.0,1,0
44.0,0.54,69.0,-0.09,1.0,2.0,-62.0,0,0.0,0,1.0,6.0,1,1
42.0,1.59,68.0,1.67,1.0,5.0,-61.0,0,0.0,0,1.0,4.0,0,0
35.0,0.86,66.0,0.58,1.0,3.0,-59.0,1,0.0,0,1.0,4.0,0,0
35.0,0.07,68.0,-0.2,1.0,2.0,-61.0,1,0.0,0,1.0,4.0,0,0
37.0,0.38,67.0,-0.7,2.0,3.0,-60.0,0,1.0,0,1.0,3.0,0,0
33.0,-1.17,69.0,-1.37,1.0,5.0,-62.0,1,0.0,0,1.0,6.0,1,0
39.0,-2.24,68.0,-1.51,1.0,2.0,-61.0,0,0.0,0,0.0,3.0,0,0
41.0,-0.6,60.0,-0.07,1.0,3.0,-53.0,1,0.0,0,1.0,3.0,0,0
36.0,1.49,69.0,1.7,1.0,4.0,-62.0,1,0.0,0,1.0,5.0,0,1
42.0,1.5,70.0,1.49,1.0,4.0,-63.0,1,0.0,0,1.0,4.0,1,1
40.0,0.77,55.0,0.28,1.0,4.0,-48.0,0,0.0,0,1.0,5.0,1,0
40.0,-0.02,62.0,-0.26,1.0,4.0,-55.0,0,0.0,0,1.0,3.0,0,0
41.0,0.88,69.0,0.3,1.0,3.0,-62.0,0,0.0,0,1.0,3.0,0,0
37.0,0.34,58.0,-0.11,1.0,1.0,-51.0,0,0.0,0,1.0,3.0,0,0
43.0,-0.46,69.0,-0.79,1.0,4.0,-62.0,0,0.0,0,1.0,6.0,1,0
43.0,-0.18,46.0,0.21,1.0,3.0,-39.0,0,0.0,0,1.0,3.0,0,0
38.0,0.87,65.0,0.22,1.0,3.0,-58.0,0,0.0,0,1.0,3.0,0,0
31.0,-0.87,69.0,-1.6,1.0,3.0,-62.0,1,0.0,0,1.0,3.0,0,0
33.0,-0.85,69.0,-0.54,1.0,4.0,-67.0,1,0.0,0,1.0,2.0,0,0
43.0,1.14,68.0,0.63,1.0,4.0,-61.0,0,0.0,0,1.0,4.0,0,0
33.0,1.2,69.0,1.02,1.0,4.0,-62.0,1,0.0,0,1.0,4.0,1,0
30.0,-0.21,68.0,-0.41,1.0,4.0,-61.0,0,0.0,0,1.0,2.0,1,0
45.0,-0.2,64.0,-0.17,1.0,4.0,-57.0,0,0.0,0,1.0,6.0,1,1
45.0,1.42,63.0,1.56,1.0,1.0,-56.0,0,0.0,0,1.0,3.0,0,0
31.0,-0.25,63.0,-0.51,1.0,4.0,-61.0,0,0.0,0,1.0,2.0,0,0
42.0,1.28,66.0,1.45,1.0,4.0,-59.0,0,0.0,0,1.0,4.0,0,0
41.0,2.1,66.0,2.22,1.0,4.0,-59.0,0,0.0,0,1.0,4.0,1,0
34.0,0.33,69.0,-1.01,1.0,4.0,-62.0,0,0.0,0,0.0,5.0,0,0
36.0,-0.01,68.0,0.1,1.0,4.0,-61.0,0,0.0,0,1.0,3.0,1,0
35.0,0.05,63.0,1.15,1.0,4.0,-56.0,1,0.0,0,1.0,1.0,0,0
44.0,1.16,69.0,0.9,1.0,3.0,-62.0,1,0.0,0,1.0,3.0,0,0
42.0,-0.13,67.0,-0.26,1.0,4.0,-65.0,0,0.0,0,1.0,4.0,0,0
40.0,0.23,69.0,0.16,1.0,3.0,-62.0,1,0.0,0,1.0,5.0,1,1
37.0,-0.2,64.0,0.08,1.0,4.0,-57.0,1,0.0,0,1.0,3.0,0,0
34.0,-0.46,66.0,-0.61,1.0,3.0,-59.0,1,0.0,0,1.0,3.0,0,0
34.0,-0.14,64.0,-0.44,1.0,5.0,-57.0,0,0.0,0,1.0,2.0,0,0
40.0,0.96,69.0,1.24,1.0,5.0,-62.0,0,0.0,0,1.0,3.0,1,0
33.0,-0.54,68.0,-0.2,1.0,4.0,-61.0,1,0.0,0,1.0,5.0,1,0
41.0,0.08,68.0,-0.45,1.0,4.0,-61.0,1,0.0,0,1.0,5.0,0,0
44.0,0.89,69.0,0.29,1.0,4.0,-62.0,0,0.0,0,1.0,5.0,1,0
35.0,0.54,68.0,0.51,1.0,3.0,-61.0,0,0.0,0,1.0,4.0,1,0
38.0,2.02,68.0,1.63,1.0,3.0,-61.0,0,0.0,0,1.0,4.0,1,0
28.0,-2.24,67.0,0.86,1.0,2.0,-65.0,1,0.0,0,1.0,2.0,0,0
37.0,-1.18,69.0,-0.01,1.0,4.0,-67.0,1,0.0,0,1.0,5.0,0,1
28.0,-0.07,68.0,0.06,1.0,4.0,-61.0,0,0.0,0,1.0,2.0,0,0
27.0,-0.64,61.0,-1.33,1.0,2.0,-54.0,1,0.0,0,1.0,2.0,0,0
37.0,-1.56,69.0,-1.97,1.0,2.0,-67.0,0,0.0,0,1.0,4.0,0,0
32.0,1.04,69.0,0.42,1.0,5.0,-62.0,1,0.0,0,1.0,2.0,0,0
30.0,-0.71,66.0,-0.73,1.0,4.0,-59.0,0,0.0,0,1.0,2.0,0,0
41.0,0.74,67.0,0.44,1.0,2.0,-60.0,0,0.0,0,1.0,3.0,0,0
27.5,-0.41,68.0,-0.36,1.0,4.0,-61.0,0,0.0,0,1.0,2.0,0,0
40.0,1.02,65.0,1.62,1.0,4.0,-58.0,1,0.0,0,1.0,5.0,1,1
38.0,-0.11,69.0,0.13,1.0,4.0,-62.0,0,0.0,0,1.0,4.0,0,0
45.0,2.33,63.0,1.85,2.0,3.0,-56.0,1,1.0,0,1.0,3.0,1,0
42.0,0.82,63.0,1.09,1.0,4.0,-56.0,1,0.0,0,1.0,3.0,0,0
34.0,0.68,65.0,1.19,2.0,2.0,-58.0,0,1.0,0,1.0,3.0,0,0
41.0,0.05,69.0,-0.11,1.0,2.0,-62.0,1,0.0,0,1.0,4.0,1,0
23.5,-1.16,68.0,-1.59,1.0,3.0,-61.0,1,0.0,0,1.0,3.0,0,0
31.5,-0.45,62.0,-1.05,1.0,4.0,-60.0,0,0.0,0,1.0,3.0,0,0
36.5,1.26,63.0,0.66,1.0,4.0,-56.0,0,0.0,0,1.0,4.0,0,0
31.0,1.0,68.0,0.68,1.0,4.0,-61.0,0,0.0,0,1.0,2.0,0,0
21.0,-0.09,62.0,-0.83,1.0,3.0,-55.0,0,0.0,0,1.0,1.0,0,0
36.0,-1.54,69.0,-1.11,1.0,3.0,-62.0,0,0.0,0,1.0,5.0,0,0
39.0,1.33,69.0,0.55,1.0,3.0,-62.0,0,0.0,0,1.0,3.0,0,0
41.0,-0.02,64.0,-0.44,2.0,2.0,-57.0,1,1.0,0,1.0,5.0,0,0
40.0,1.76,69.0,1.16,1.0,4.0,-62.0,0,0.0,0,1.0,5.0,1,0
26.5,-1.65,61.0,0.6,1.0,4.0,-54.0,1,0.0,0,1.0,3.0,0,0
37.0,0.14,55.0,0.18,1.0,2.0,-48.0,1,0.0,0,1.0,3.0,0,0
36.0,-0.36,69.0,-0.57,1.0,4.0,-62.0,0,0.0,0,1.0,3.0,0,0
30.0,-0.14,65.0,-0.11,1.0,3.0,-58.0,1,0.0,0,1.0,4.0,0,0
24.0,-1.28,69.0,-2.47,2.0,4.0,-67.0,1,1.0,0,0.0,3.0,0,0
41.0,1.52,69.0,0.79,1.0,4.0,-62.0,1,0.0,0,1.0,4.0,1,0
